-1.174,0.261,-0.189
-1.067,-0.356,-1.2
0.362,-0.336,0.033
2.813,1.658,1.003
0.634,0.947,0.877
-0.599,0.133,-0.934
0.188,-0.522,-0.297
-1.12,0.053,-0.564
2.327,0.293,1.689
3.353,1.69,1.842
-0.715,-1.922,-1.473
-0.321,0.477,0.048
-1.107,-1.293,-0.406
1.182,-0.005,0.906
-1.166,0.271,-0.925
0.757,1.202,0.62
-0.578,0.684,0.147
-0.452,0.211,-0.247
-0.448,-0.296,0.617
-1.22,-2.344,-1.067
-0.235,-1.051,0.407
-1.023,-0.427,-0.416
0.099,1.34,0.756
-1.102,-0.071,-1.353
-0.511,-1.066,-0.544
-0.914,-0.654,0.703
-0.702,-0.662,0.24
-0.141,0.771,0.184
-0.889,-1.574,-0.225
-1.217,-0.73,-2.628
0.303,0.073,-0.139
-0.782,-0.996,0.06
0.292,-0.106,-0.46
-0.628,0.484,-2.027
1.346,1.089,1.308
-0.21,0.153,0.675
-0.878,-1.574,-0.195
-0.706,0.995,0.449
-0.121,0.409,0.881
0.214,0.607,0.002
-0.362,-1.675,-1.758
0.565,0.914,1.323
-0.013,0.948,-0.657
-0.676,-2.191,-0.597
0.661,1.514,1.271
-0.853,-0.285,0.19
-0.72,-1.138,-0.074
-1.222,-1.461,-2.237
-0.631,0.678,-0.494
-0.967,-0.466,-1.01
-0.404,0.378,-0.276
-0.844,-1.515,-1.108
-0.605,-2.326,-2.004
-0.844,0.631,-0.8
-0.271,-0.637,0.499
-0.534,0.427,-0.178
-1.084,-1.393,-2.191
-1.104,-0.489,-0.625
-0.416,-0.014,1.126
1.229,1.308,1.081
-0.206,-0.215,-1.03
0.187,0.523,0.922
1.12,0.918,0.864
-1.103,0.568,0.23
-0.82,1.024,-0.18
2.013,1.439,1.276
-0.052,0.273,0.517
0.61,-0.033,0.634
-0.819,-0.219,-0.389
0.652,0.693,1.346
-1.072,0.038,0.799
-0.164,0.251,-0.161
-1.222,-0.013,-1.911
-0.51,-1.277,0.42
