-0.079,0.916,0.749
-0.821,0.269,0.131
-0.236,1.703,0.563
-1.173,-1.685,-1.298
-0.718,0.747,-0.849
1.067,0.799,0.496
-0.678,-0.816,0.06
-0.92,-0.5,-0.53
-0.336,-1.027,-0.372
0.617,0.398,-0.092
-1.214,-0.887,-1.619
-0.813,-0.812,0.448
0.355,0.841,0.488
3.2,0.817,1.863
-0.66,-0.854,-1.811
0.267,-0.448,0.208
-0.327,-0.104,0.37
-1.202,1.042,-1.399
-1.162,0.171,-0.816
-0.773,-0.197,-0.624
-0.834,-0.919,-0.809
-1.104,0.86,-1.634
0.172,-0.628,0.132
1.699,1.757,1.54
-1.068,-0.067,-0.298
-0.465,1.048,-0.389
-0.551,1.037,-0.021
1.577,1.202,1.2
0.93,0.198,0.272
-0.691,1.038,-1.505
-1.217,-0.565,-1.137
0.713,-0.121,-0.254
-0.88,-0.05,-0.038
0.784,-1.29,0.489
2.022,0.464,1.299
0.34,0.016,0.659
0.733,0.454,-0.001
-0.274,-0.115,0.431
-1.03,-0.442,-1.46
-0.675,-1.043,-0.479
0.166,-0.817,0.805
0.952,-0.365,0.151
-1.207,-0.156,0.023
-1.108,0.551,-0.587
-0.093,0.624,1.085
0.801,0.391,0.722
-0.006,-1.14,-0.035
-1.194,0.155,-0.508
0.266,-0.054,0.068
-1.042,-0.947,-0.304
0.041,-1.048,-0.24
0.511,0.598,0.553
-0.415,0.012,-0.551
0.194,1.5,1.074
-1.187,-0.893,-1.557
-1.182,-1.493,-1.935
0.531,-1.224,1.217
2.116,-0.601,1.275
-0.231,-0.259,-1.185
-0.61,0.767,0.24
-0.657,-0.829,-3.139
0.259,-0.215,0.019
-1.001,0.139,-0.825
1.448,-1.349,-0.111
0.507,1.195,0.349
0.468,-0.071,-0.917
3.787,-0.797,1.806
-1.186,-0.602,-1.209
-0.114,-0.266,-0.11
-0.895,-1.219,-2.176
-0.784,-0.657,0.093
0.124,1.127,0.607
-0.45,-0.499,-0.82
0.819,1.008,0.726
1.019,1.639,0.685
-0.186,-0.171,-0.492
0.573,-0.209,0.719
-0.444,-1.114,1.093
-0.474,0.857,-0.542
1.184,0.801,-0.143
0.886,-0.193,0.777
-0.803,0.774,0.451
-1.195,0.592,-1.583
0.727,1.633,1.354
-0.942,0.14,-0.663
-0.29,-0.244,-0.436
-0.917,-0.595,-1.428
0.268,0.178,0.347
-0.876,-0.058,0.007
-0.07,-0.391,-0.348
0.733,0.793,0.074
-0.222,-1.654,-1.801
-1.188,-0.537,-1.039
-0.591,-0.743,-0.681
-1.165,-0.734,-2.383
-0.66,-0.594,-0.329
1.431,1.133,0.968
-0.167,1.442,0.216
1.039,1.118,1.087
0.826,-0.286,0.677
1.122,0.206,0.468
-0.066,-0.061,-0.036
0.116,1.405,0.786
-0.649,-0.972,0.876
0.206,0.519,0.897
-1.222,-1.234,-1.9
-0.963,-1.749,0.61
-0.585,-0.149,-1.96
-0.842,-0.572,0.323
-1.194,-2.213,-0.842
1.318,0.294,0.311
-0.562,0.523,1.065
-1.113,-0.922,-1.825
0.483,0.369,0.816
0.356,-0.076,0.247
0.53,0.419,0.175
0.262,-0.574,0.899
-0.198,0.295,0.561
-1.215,-0.097,0.513
-0.174,-0.193,0.663
-0.349,1.622,-0.004
-0.983,-1.37,-1.388
0.989,0.023,-0.293
-0.093,0.347,0.206
-0.341,0.833,-0.187
-0.868,-0.328,-0.699
0.259,-0.92,0.62
-0.183,0.578,-0.27
-0.202,1.756,0.101
0.482,-0.183,0.505
-0.656,0.27,0.23
0.188,0.847,0.531
-0.784,0.391,-0.988
1.82,1.292,1.099
-0.414,-0.709,0.14
1.003,1.509,1.349
0.048,0.7,0.089
1.228,-0.137,0.443
0.421,0.754,0.58
-0.312,0.182,0.235
1.367,1.716,1.6
-0.967,-1.585,-0.688
0.648,1.708,1.543
0.334,-0.126,0.857
1.885,0.558,0.826
0.842,0.998,0.316
-1.214,-2.262,-1.542
0.202,-0.599,0.223
1.528,0.78,1.183
1.886,0.109,1.888
-0.895,0.898,-1.096
-0.994,0.685,0.516
-0.716,1.063,0.519
1.294,0.775,0.614
1.983,0.311,1.569
1.636,-0.092,1.273
-1.132,-1.243,-0.151
0.235,-0.044,1.164
1.448,1.249,1.072
-1.214,-1.876,-1.697
-0.637,-0.609,0.003
-0.634,0.653,0.592
-1.176,-0.767,-0.579
-0.427,-0.55,-1.67
0.889,-0.321,0.956
-1.171,-1.205,-3.079
-0.421,1.458,-0.372
2.104,0.811,1.133
-0.254,0.687,-0.023
-0.846,0.078,0.256
-1.165,-2.435,-1.734
-0.324,0.471,-0.418
-0.981,-0.207,0.072
0.638,-0.833,0.303
0.131,-0.025,0.659
-0.123,-0.294,0.378
-1.021,-0.61,-0.384
-1.082,-1.08,-2.401
-1.088,0.145,-1.685
-1.033,-0.864,-1.369
1.981,-0.164,1.414
-0.721,-0.931,-1.173
0.202,-0.168,-0.67
1.615,1.049,1.281
-0.64,-0.142,-0.65
-0.434,1.024,-0.125
-0.879,-2.679,-0.362
0.086,0.895,0.931
0.862,0.691,-0.217
0.403,1.699,0.286
0.134,0.394,-0.029
-0.595,-0.143,-0.373
0.654,0.838,0.534
-1.143,0.458,-1.205
1.972,-0.03,1.31
1.835,-0.149,1.164
-1.177,-1.704,-0.785
1.44,1.528,-0.003
-0.097,-0.744,-0.412
-0.007,0.515,0.474
-0.312,-0.046,-0.811
-1.143,-2.236,-1.049
-1.149,-0.483,-2.754
-0.199,0.625,0.428
1.165,1.867,1.997
-1.219,-2.035,-3.487
-0.876,0.513,-1.386
-0.997,-0.02,-0.271
-0.408,-0.48,0.696
-0.953,-0.808,0.356
-0.46,0.768,0.155
-0.882,-0.79,0.448
-0.816,1.618,0.255
1.261,1.327,1.08
-0.596,-1.248,-1.047
-1.218,-0.926,-1.291
0.04,0.331,0.413
0.613,1.766,0.774
0.036,-0.987,-0.987
-0.936,1.127,0.103
0.967,1.48,1.68
-0.803,0.112,0.642
0.696,0.576,0.487
-0.186,0.83,0.271
2.253,-0.066,1.11
-1.157,-0.643,-2.17
0.367,0.195,0.324
0.454,2.044,0.82
-0.385,-0.128,-0.076
-0.477,-0.552,0.187
0.922,1.465,0.35
3.444,1.733,2.073
0.868,0.426,0.511
-0.365,-1.087,-0.275
0.163,0.705,-0.662
-0.215,0.759,-0.247
-1.106,0.648,-0.701
0.967,1.188,1.002
-1.193,-0.069,-1.277
-0.616,-0.505,0.876
-0.305,-0.542,-1.249
-0.103,-2.129,-0.819
-0.911,0.538,-0.067
1.42,0.084,0.919
-1.091,-0.637,-1.303
0.997,1.963,1.597
1.204,0.235,0.216
-0.515,1.091,0.138
-0.348,0.836,-0.013
-1.038,-0.366,-1.261
-0.565,-0.263,0.359
-1.034,0.269,-0.095
0.235,-0.594,0.398
-0.195,0.996,-0.104
-0.711,-0.712,-0.538
-0.884,-1.032,-1.311
2.337,2.007,1.566
-0.671,-0.156,-0.745
-1.013,0.064,0.115
0.883,-0.159,0.447
-0.763,-1.805,-0.173
-0.343,0.97,0.4
0.393,-0.308,0.564
-1.153,-0.758,-0.126
-1.125,-0.216,-2.239
-0.779,0.267,-0.142
0.131,0.086,0.768
0.946,0.919,1.209
-0.317,1.649,-0.543
0.547,0.43,1.279
0.215,-0.157,0.528
-1.121,-0.237,0.507
0.161,1.122,0.88
-1.209,-2.933,-2.106
0.132,0.047,-0.618
-1.157,-1.004,-0.641
1.623,1.978,1.73
-1.207,0.181,-0.38
0.686,1.769,0.853
-0.768,-0.439,-1.39
-0.501,-1.25,0.419
0.748,-0.751,0.889
-0.478,-1.999,-1.436
0.798,-0.203,1.09
0.565,0.718,0.35
0.527,1.503,0.604
-0.111,0.746,0.977
-1.134,0.786,-2
-0.458,-0.094,-0.669
-0.702,-1.891,-0.313
-0.088,0.257,0.74
-0.323,-1.021,0.126
-0.005,-0.446,-0.3
0.83,1.529,1.23
-1.218,-2.512,-0.552
-0.405,-0.029,0.023
-0.881,0.037,-1.188
-1.113,-0.914,-0.367
-0.696,0.986,-0.071
-0.02,-0.304,0.887
-0.769,-1.07,-0.695
0.734,1.101,0.931
-1.204,-1.387,-2.167
0.309,-0.25,0.791
-1.18,-0.779,-1.608
-1.182,-0.62,-2.154
-0.11,-0.296,0.088
-0.846,-0.175,-0.46
0.04,0.189,1.762
-0.87,-0.179,0.21
-0.528,-1.595,-0.95
-0.27,-0.384,0.257
-0.826,1.561,0.46
-0.184,1.309,0.556
0.157,-0.775,0.509
-0.964,-1.372,-0.592
0.099,1.042,0.186
-0.052,1.022,-0.613
2.158,0.561,1.028
-0.528,0.195,-1.039
-0.837,-2.181,-0.649
-0.699,-2.248,-1.355
-1.202,0.208,-0.64
1.534,1.787,1.395
-0.376,0.524,-1.549
-0.415,-0.795,-0.168
-0.405,1.084,0.271
-1.016,1.084,-0.269
1.959,-0.453,0.939
0.197,-1.1,-1.152
0.598,-0.168,0.421
1.183,1.572,1.265
0.974,0.475,-0.271
-1.141,-1.589,-0.812
0.053,1.126,-0.238
-0.924,-0.549,-0.464
-1.077,-0.967,-0.386
0.904,-0.992,0.04
-0.245,-0.149,1.036
0.741,-0.328,0.87
-0.775,-0.705,-0.578
0.321,1.463,0.904
-0.928,-0.038,0.365
-0.66,1.216,0.251
2.238,1.241,2.022
2.903,0.471,0.924
-1.184,-0.829,-0.105
-0.9,0.707,0.741
-0.374,-1.331,-0.69
-1.173,-1.65,-2.336
-1.204,-1.029,-1.44
-0.521,-1.291,-0.212
-0.565,0.234,-0.69
0.984,-0.453,0.047
-1.137,-0.9,-1.075
-0.22,-0.672,-0.878
1.583,0.508,1.125
-0.593,0.96,0.098
2.801,1.376,1.276
0.279,0.335,-0.053
3.773,1.647,1.683
-1.206,-0.631,-1.315
0.729,0.678,0.396
0.913,-0.45,0.641
-0.161,0.061,0.458
0.072,-0.942,-0.976
-0.787,-0.406,-0.656
-0.942,0.201,-0.645
0.587,0.57,0.435
0.957,1.697,0.878
-0.838,1.676,0.177
-0.094,-0.964,0.116
1.291,1.415,-0.256
-0.721,1.168,-0.177
1.407,0.415,1.254
0.043,0.1,-0.136
-0.399,0.334,-0.275
-0.307,0.259,0.38
-0.53,0.401,0.517
-1.026,-2.039,-1.895
-0.613,-1.099,-0.506
-1.182,0.197,-1.671
0.823,0.601,0.997
-0.62,-0.66,0.63
-0.907,-1.402,-0.917
-0.2,1.53,-1.311
1.565,1.666,1.849
-0.189,-1.574,0.511
1.806,1.065,1.831
-0.137,1.57,0.591
-1.151,0.017,-2.358
-0.637,-0.831,-0.31
-1.08,-0.83,-0.922
-0.568,-0.92,0.449
0.024,-0.041,0.247
1.265,0.823,0.584
-0.821,-1.366,-2.609
0.265,-0.031,-0.359
-0.245,1.3,0.739
-0.395,-2.157,-0.026
-1.128,0.036,-1.596
-1.222,-1.608,-1.944
0.308,0.891,0.44
0.396,-0.843,1.114
0.45,-0.259,0.774
-0.344,0.667,0.615
-0.093,0.189,0.742
0.265,-0.483,0.791
-0.842,-2.475,-0.654
0.649,0.458,0.748
0.02,1.018,0.039
-1.053,0.075,-0.545
-0.788,-2.179,-0.22
0.402,1.742,-0.16
2.076,-1.418,0.788
-0.546,-0.213,-0.713
-0.714,-0.477,-1.765
-0.238,0.116,0.659
2.763,0.78,0.827
-1.055,-1.586,-2.208
-1.219,0.051,-2.062
0.945,0.469,0.584
0.034,-0.183,0.239
2.1,1.084,1.517
-1.161,0.123,-0.082
-1.196,0.182,-2.642
2.491,1.552,0.746
1.079,1.302,-0.082
