1.022,-0.689,-0.333
1.129,1.798,1.259
-0.885,0.128,-1.56
-0.76,-0.455,-0.456
0.719,-0.88,-1.102
-0.188,-1.17,0.057
-1.15,-0.754,-0.152
0.455,1.717,0.689
0.075,0.643,0.99
1.915,0.332,1.017
0.058,-0.141,-0.717
0.659,1.223,-0.206
-0.443,-1.564,-0.181
-0.666,-2.676,-0.383
-0.395,0.537,0.611
-1.456,-1.603,-0.122
0.661,0.013,0.7
0.459,-0.308,0.541
0.833,0.442,0.984
-0.289,-1.079,-0.943
-0.077,-1.629,-0.852
-2.067,-0.042,-1.243
-2.271,-0.391,-1.963
1.259,0.935,0.106
0.867,0.894,0.745
0.503,2.126,0.39
0.199,0.694,-0.29
0.399,0.886,0.678
-0.725,-0.448,-0.498
2.195,1.902,2.28
0.751,1.586,1.393
-0.761,0.277,-0.271
-0.753,-0.508,-0.321
-1.733,0.302,-0.715
-1.666,-1.226,-1.185
-0.242,-0.063,-0.638
-1.736,-0.676,-0.428
0.008,-1.802,-0.218
-1.488,0.419,-0.601
-0.634,-1.319,-1.13
0.984,-0.49,0.608
-0.018,0.838,0.324
-0.316,0.761,0.189
1.622,0.944,1.784
-0.253,-0.323,-0.236
-0.648,-0.329,-1.427
-0.818,0.171,-0.807
0.04,0.656,0.516
0.548,0.272,0.114
-1.574,0.143,-0.937
-1.579,-0.213,-0.574
-1.033,0.213,-0.517
-2.323,-1.072,-2.263
0.19,-0.278,0.288
-0.659,-0.685,-0.869
-0.362,-0.494,0.975
0.452,-0.755,0.77
-1.011,-0.193,-1.5
-0.19,-0.836,-0.535
-0.607,-0.179,-0.441
1.584,1.59,1.687
-0.624,-1.157,-0.692
-0.35,-2.518,-0.496
-0.084,0.057,0.296
-0.498,1.216,0.457
2.109,1.864,2.664
1.385,1.093,0.749
-0.71,-0.463,0.253
0.038,0.66,-0.313
-1.451,1.237,-1.506
1.708,0.801,0.994
-1.176,-1.38,-0.722
-0.005,0.598,0.723
0.946,0.803,0.728
-0.044,-0.078,0.249
0.329,0.077,-0.51
1.244,-0.466,1.981
-1.26,0.084,-1.934
0.249,1.11,0.05
